Title,Address,Lat,Lng,Img_URL,Description,Rank_of_province,Link,Type,PlaceName,GoogleMapsURL
HOPS Beer Garden,"43 Nguyễn Đình Chiểu, Phường Đa kao, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam","107,848,414","1,066,961,927",https://media-cdn.tripadvisor.com/media/photo-p/08/c8/e6/ff/photo0jpg.jpg,"Lấy cảm hứng từ những giờ phút thưởng thức bia tươi mát lạnh trong những khu vườn rợp bóng mát bên người thân, bạn bè, đồng nghiệp, HOPS Beer Garden đã chính thức xuất hiện lần đầu tiên tại TP. Hồ Chí Minh. Nếu bạn...Thêm",#1.239 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d5979789-Reviews-HOPS_Beer_Garden-Ho_Chi_Minh_City.html,Food,"HOPS Beer Garden 43 Nguyễn Đình Chiểu, Phường Đa kao, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",
Carl's Junior,"50 Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh 70000 Việt Nam","107,282,004","1,067,085,879",https://media-cdn.tripadvisor.com/media/photo-s/0f/d5/c3/11/photo0jpg.jpg,"Mỗi địa điểm thức ăn nhanh có bánh mì kẹp thịt đặc biệt của riêng mình, vì vậy ở đây chúng tôi đang thưởng thức một số bánh mì kẹp thịt phương Tây từ một nơi ngẫu nhiên mà chúng tôi tình cờ gặp trong...Thêm",#1.241 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d8138110-Reviews-Carl_s_Junior-Ho_Chi_Minh_City.html,Food,"Carl's Junior 50 Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh 70000 Việt Nam",
Nha hang Miya sushi & BBQ,"150/26, Nguyen Trai, Phuong Ben Thanh, Quan 1, Ho Chi Minh, Thành phố Hồ Chí Minh 700000 Việt Nam","107,700,732","106,691,474",https://media-cdn.tripadvisor.com/media/photo-s/17/60/e4/07/minh-di-nhom-6-ngu-i.jpg,"Mình đi nhóm 6 người. Đầu tiên bước vào cảm nhận quán rất ấm cúng, yên tỉnh, nhạc nhẹ nhàng. Quán có nhiều truyện máng Nhật và các hình ảnh về đất nước Nhật. Món ăn thì bày trí đẹp mắt và rất ngon",#1.242 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10834392-Reviews-Nha_hang_Miya_sushi_BBQ-Ho_Chi_Minh_City.html,Food,"Nha hang Miya sushi & BBQ 150/26, Nguyen Trai, Phuong Ben Thanh, Quan 1, Ho Chi Minh, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/78quEwzjzyv269ddA
Climb - Hidden Cocktails Bar,"15 Phan Văn Đạt Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,753,491","1,067,057,335",https://media-cdn.tripadvisor.com/media/photo-s/1a/64/77/17/received-601843957236788.jpg,"Một trong những quán bar cocktail tôi đã từng đến Châu Á. Họ biết cách pha một ly cocktail thích hợp. Tôi đã có thể có được một kiểu cũ được làm tốt bằng cách sử dụng Whisky Nhật Bản. Chủ sở hữu, Jerry, tôi...Thêm",#1.243 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d19255150-Reviews-Climb_Hidden_Cocktails_Bar-Ho_Chi_Minh_City.html,Food,"Climb - Hidden Cocktails Bar 15 Phan Văn Đạt Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",
Nhà Hàng Downtown Food,"04 đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1 Lô H1-01 Hầm 1, TTTM Sense Market, Thành phố Hồ Chí Minh Việt Nam","107,700,278","1,066,967,405",https://media-cdn.tripadvisor.com/media/photo-p/0f/96/5c/47/photo4jpg.jpg,"Khu ẩm thực dưới lòng đất! Thật tuyệt vời , nơi đây còn là khu mua sắm Taka plaza ! Ngày nóng thì tại đây là nơi trốn nắng cho các cô gái thật là tuyệt !",#1.244 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12480654-Reviews-Downtown_Food-Ho_Chi_Minh_City.html,Food,"Nhà Hàng Downtown Food 04 đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1 Lô H1-01 Hầm 1, TTTM Sense Market, Thành phố Hồ Chí Minh Việt Nam",
It's BBQ,"N2 Truong Son, War 15, District 10, Thành phố Hồ Chí Minh Việt Nam","107,689,366","1,066,832,619",https://media-cdn.tripadvisor.com/media/photo-s/0f/6e/e0/3e/it-s-bbq.jpg,"Vị trí quán khá dễ tìm. Không gian quán khá đẹp, bạn có thể chọn cho mình khôngbgian mở hoặc kín. Thức ăn tương đối vừa ăn và trình bày đẹp mắt. Rất đáng để thử một lần.",#1.245 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d10319155-Reviews-It_s_BBQ-Ho_Chi_Minh_City.html,Food,"It's BBQ N2 Truong Son, War 15, District 10, Thành phố Hồ Chí Minh Việt Nam",https://maps.app.goo.gl/wWF5QGF6CeS7w4Cu7
Paulie's Pizza & Pasta,"Lê Văn Sỹ Ward 2, Tân Bình District, Thành phố Hồ Chí Minh 700000 Việt Nam","107,861,078","1,066,810,825",https://media-cdn.tripadvisor.com/media/photo-s/13/26/0b/08/paulie-s-pizza-pasta.jpg,"Chất lượng thực phẩm tốt. Giao hàng được 78 phút. . . thức ăn lạnh và sũng nước (Xem ảnh hộp dầu mỡ) khi nó đến. Phải được hâm nóng lại bởi chúng tôi, KHÔNG phải là điểm đặt hàng. Khi tôi gọi để phàn...Thêm",#1.246 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d14140845-Reviews-Paulie_s_Pizza_Pasta-Ho_Chi_Minh_City.html,Food,"Paulie's Pizza & Pasta Lê Văn Sỹ Ward 2, Tân Bình District, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/kJXnZ8tWsTwW9ukN8
El Gaucho Argentinian Steakhouse - Le Loi,"66 Le Loi, Thành phố Hồ Chí Minh Việt Nam","107,737,969","1,067,000,608",https://media-cdn.tripadvisor.com/media/photo-s/26/4c/bc/6c/filet.jpg,"Nhà hàng phục vụ rất tốt, thịt bò rất tuyệt và mềm. Món ăn lên nhanh và đầy đủ. Sẽ quay trở lại trong thời gian tới.",#1.247 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d25024647-Reviews-El_Gaucho_Argentinian_Steakhouse_Le_Loi-Ho_Chi_Minh_City.html,Food,"El Gaucho Argentinian Steakhouse - Le Loi 66 Le Loi, Thành phố Hồ Chí Minh Việt Nam",https://maps.app.goo.gl/C4Y2XfATdDUCFBwQ9
Cà Phê Cô Ba Đồng Khởi Rooftop,"2-4-6 Đồng Khởi Lầu 5, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam","107,756,076","1,067,051,652,659,580",https://media-cdn.tripadvisor.com/media/photo-s/1b/2f/cc/0b/ca-phe-co-ba-rooftop.jpg,"Quán rất đẹp trong sài gòn, nhân viên thân thiện. Cà phê ngon. Mọi thứ tuyệt vời. Sẽ quay lại nếu có dịp vào nam",#1.248 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d17637167-Reviews-Ca_Phe_Co_Ba_Dong_Khoi_Rooftop-Ho_Chi_Minh_City.html,Food,"Cà Phê Cô Ba Đồng Khởi Rooftop 2-4-6 Đồng Khởi Lầu 5, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://maps.app.goo.gl/jmfbFUhfVu4sD1Xh6
Saigon Social Space,"53 Quách Giai, Thành phố Hồ Chí Minh Việt Nam","1,076,336,675","10,675,971,787,691,000",https://media-cdn.tripadvisor.com/media/photo-s/10/e9/d1/fb/seabass.jpg,Tôi khá chắc là tôi đã thấy David Quetta đang nằm dài bên hồ bơi ở đây. Thực phẩm tốt với giá cả tuyệt vời. Sảnh khách bên hồ bơi vào mỗi cuối tuần làm cho nơi nghỉ ngơi bên hồ bơi của bạn trở...Thêm,#1.249 trên 3.735 nhà hàng ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Restaurant_Review-g293925-d12804842-Reviews-Saigon_Social_Space-Ho_Chi_Minh_City.html,Food,"Saigon Social Space 53 Quách Giai, Thành phố Hồ Chí Minh Việt Nam",https://maps.app.goo.gl/ZKW6RwLa1nG2YFyj7
